Aussie on NA looking for friends,LF friends to learn/play from,0.666129003082671
Aussie on NA looking for friends,Support main lf duo unranked,0.41462034540824744
Aussie on NA looking for friends,Furry improving on league,0.6354729768581545
Aussie on NA looking for friends,Crappy support/mid looking for people to play with,0.7507160728933396
Aussie on NA looking for friends,looking for braum support for kled,0.7140732740123555
Aussie on NA looking for friends,Silver 1 75% ER lloking to duo to gold or higher,0.590712963345307
Aussie on NA looking for friends,LF cool friends,0.642115560201488
Aussie on NA looking for friends,Gold 1 ADC looking for low plat/high hold support duo,0.6496432912065649
Aussie on NA looking for friends,"Support main, lf someone around plat v to duo with",0.674172615800074
Aussie on NA looking for friends,Gold 3 looking for duo to climb,0.714791913693721
Aussie on NA looking for friends,Looking for someone nice/competent,0.7290656892332363
Aussie on NA looking for friends,"Playing all night, looking for nami/lul",0.7157334108685
Aussie on NA looking for friends,dia smurfs only,0.42256246424245836
Aussie on NA looking for friends,looking for adc main,0.6484202491518336
Aussie on NA looking for friends,"plat+, is support name",0.5406936408414996
Aussie on NA looking for friends,is jungle main,0.5020287387094119
Aussie on NA looking for friends,looking for non toxic player to win lane,0.7114945096316252
Aussie on NA looking for friends,Looking for a fun duo partner,0.7393703129688697
Aussie on NA looking for friends,Jayce mid one trick,0.41588288717027144
Aussie on NA looking for friends,looking to climb and have fun,0.7372908170736806
Aussie on NA looking for friends,"vayne otp looking for a thresh otp for a diamond rush before season ends,",0.6414489659344641
Aussie on NA looking for friends,Someone who wants to play a solid amount of games and climb. Aggressive Support Leona Main Smurfs Welcome,0.722710663672666
Aussie on NA looking for friends,HELP ME CARRY PLEASE I need gold before season ends,0.738373124728105
Aussie on NA looking for friends,"Looking for serious, commited, duo partner with good cs to climb with till end of season",0.7378205467707856
Aussie on NA looking for friends,looking far an adc that know what he's doing !!!,0.7291434999906691
Aussie on NA looking for friends,Looking for main ADC Gold V+ to try and climb to Platinum. I mainly play Leona but I can play Thresh and Blitzcrank too,0.7296549599735083
Aussie on NA looking for friends,Was high plat last season. Im trying to get back on my old level of play after a very long break.,0.7430954483188981
Aussie on NA looking for friends,Looking for yasuo adc. Knockup support main.,0.6563130259038942
Aussie on NA looking for friends,Looking to get to platinum before the end of the season with someone,0.7119981782541844
Aussie on NA looking for friends,Looking for a duo GOLD 3 and higher to climb. Add me have a mic please. Play to win,0.7500105946537231
Aussie on NA looking for friends,I need help getting to Silver. I play like silver just stuck in bronze. Need someone to climb with,0.7429803872419204
Aussie on NA looking for friends,LOOKING FOR SUPPORT TO DUO WITH ALL NIGHT FAST FAST FAST,0.7107848774782519
Aussie on NA looking for friends,"Tryhard platinum before end season Someone who understands late game,teamfighting,splitpushing, doesnt tilt from feeding",0.6776021377995756
Aussie on NA looking for friends,"somebody who wants to duo bot and climb, i have a brain hope you do too",0.7338503263433359
Aussie on NA looking for friends,"going to be a positive player who knows what their doing, 0 toxicity or contributing to someone else tilting.",0.697946122746196
Aussie on NA looking for friends,"hey, if you looking to get gold this season hmu and we'll get there fast :)",0.7603590738914152
Aussie on NA looking for friends,Ranking up silver smurf to plat before season ends. Just add AdrianeRzS. Only Silver 1+,0.6514548310024388
Aussie on NA looking for friends,Looking for a duo to get diamond before season ends ! add me on league and lets win some games,0.7621772462437791
Aussie on NA looking for friends,Heyo I'm looking for someone to duo with that wants to have fun and win all we play / wants to rank up obviously ^^!,0.7757279369201983
Aussie on NA looking for friends,Looking for a support to help me carry. 2v5 expected.,0.723972725405179
Aussie on NA looking for friends, Looking for a duo partner who doesn't feed.,0.7290679506771689
Aussie on NA looking for friends,LOOKING FOR AN AGGRESIVE DUOQ TO CLIMB TO DIAMOND,0.680972935115149
Aussie on NA looking for friends,Looking for a support main to climb with.,0.7197629084309005
Aussie on NA looking for friends,friendly and wanting to climb :D,0.6993023091322543
Aussie on NA looking for friends,"Diamond Rush before the end of s8, Plat prefer.",0.6261708791561306
Aussie on NA looking for friends,Need someone to climb with. Someone that know how to play their lanes excellent.,0.7101909898093502
Aussie on NA looking for friends,"Yo, I am a noob looking for someone to play with. I play mostly for fun, but I never int or rage. Add me on LoL if interested",0.801887996564406
Aussie on NA looking for friends,Looking for some people to tag along and grind the rest of the season,0.7185778236245142
Aussie on NA looking for friends,Hi I like to carry games as an AD. I'm looking for a support main who likes to play aggressive and wants to climb!,0.789312356777929
Aussie on NA looking for friends,LF a nice person to play bot lane together and have some fun. I main support.,0.7633566756586823
Aussie on NA looking for friends,Silver 3 here maining mid lane looking for a duo to climb,0.7093060576225108
Aussie on NA looking for friends,"Grinding out of silver, sup main. Let's get you fed",0.6722170641137752
Aussie on NA looking for friends,supp main searching for an adc,0.6049947248968458
Aussie on NA looking for friends,"Hey everyone, a gamer girl main Lulu looking for a cool and good duo to play with",0.8021326110495993
Aussie on NA looking for friends,Graves Jgl looking for a strong laner,0.6105646340970903
Aussie on NA looking for friends,Looking for a chill duo.,0.7216513054590966
Aussie on NA looking for friends,"duo adc would be preferred, but it doesn't matter too much. I also play a mean mid lane, so even accepting supports.",0.682496170623488
Aussie on NA looking for friends,"Top/Jungle main, looking for someone who is serious about climbing, and someone who can and will play alot not quitting after 1 loss. i am looking to get better, learn, and build synergy with someone",0.7547816388899096
Aussie on NA looking for friends,plat 3 adc main looking for support main to duo with,0.6766693588457188
Aussie on NA looking for friends,trying to do the impossible and climb to plat in a few short weeks lol. I have the time so why not.,0.7389917097168597
Aussie on NA looking for friends,Support main LF adc to duo with in ranked,0.576722265104909
Aussie on NA looking for friends,LF duo partner to hit gold with before the end of the season. Mostly play tanky supports such as leona and braum,0.673683954568061
Aussie on NA looking for friends,Im a Support main Silver2 atm looking for a duo to get plat by end of season,0.7605316731692988
Aussie on NA looking for friends,support main just looking to have fun and chill unranked,0.7470379316759151
Aussie on NA looking for friends,Looking for a sup main who is a chill bro and has a decent sense of humor and doesn't mind playing on stream with me,0.7473400832019249
Aussie on NA looking for friends,’m looking for some chill people to play Unranked with,0.773945451483623
Aussie on NA looking for friends,silver 2 supp main LF adc to duo to gold with,0.5866708525856206
Aussie on NA looking for friends,Looking for Fun People,0.8023879996342738
Aussie on NA looking for friends,"Support player looking fora non-raging, chill and competent person to climb to gold with before season ends",0.7501756186181264
Aussie on NA looking for friends,"Hey all, I’m looking for someone to carry games with, willing to learn together and chill (as in not flamy, we gonna tryhard nonetheless).",0.7779486872854
Aussie on NA looking for friends,"I’m not competitive, nor do I ever want to be competitive. I want to have fun in the game.",0.7445715962850383
Aussie on NA looking for friends,I'm looking for competitive and friendly people that will want to improve and still have a fun time while we duo,0.7637560262653018
Aussie on NA looking for friends,Silver support main would prefer top/jungle/mid duo. No rude people please.,0.7128841306871794
Aussie on NA looking for friends,". im adc top main so any other roles would be good, please be serious about winning im trying to climb",0.7557242375453612
Aussie on NA looking for friends,I am a Bard player who is looking for a duo to diamond,0.7496685840646754
Aussie on NA looking for friends,"I dont care what rank you are, as long as you play support",0.7243149427280974
Aussie on NA looking for friends,"Looking for a support to duo with,will mainly be playing ranked. dont take things super serious,but would still like to win and if not learn from the game",0.7428356084654066
Aussie on NA looking for friends,Just trying to have don’t care if good or bad just some fun people to play with,0.7518978880950793
Aussie on NA looking for friends,"Looking for someone chill to play ranked with. Don't want any toxic people, just someone who can play their role, have fun, and wants to improve as well as rank up",0.7314364791161586
Looking to learn and have fun,Looking for chill norms/arams/blitz,0.532140962567144
Looking to learn and have fun,Dia looking for high dia master,0.5799029832250137
Looking to learn and have fun,Aussie on NA looking for friends,0.7436801606858027
Looking to learn and have fun,Looking to learn and have fun,1.0
Looking to learn and have fun,Looking for chill nrorms,0.7585839584360061
Looking to learn and have fun,Under lvl 15 looking for people to partner with,0.8449339213413685
Looking to learn and have fun,Silver 4 looking for duo,0.6692928316806219
Looking to learn and have fun,Support/Mid D5 loooking for adc,0.4552443115670798
